text,label
"On my back: a small, uniform dark brown spot with no irregular areas. it's been there for several weeks.",Melanocytic Nevi
"Something doesn't look right near my elbow: a brown to dark brown raised plaque with a greasy, waxy feel with sharp, well-defined, stuck-on looking edges. rough-feeling in that spot.",Seborrheic Keratoses
My skin on my wrist has been off. symmetrical red patches on both sides of my body. rough and thickened from scratching. intense itching that wakes me up at night.,Atopic Dermatitis
"I developed patches with blurry, ill-defined edges that spread gradually on my arm that comes with mild itching.",Eczema
"A thin, thread-like skin tag growing on my eyelid on my neck, mild itching, been there ages",Viral Infections
"I've been watching athlete's foot causing cracked, peeling, white skin between my toes on my back and has been getting worse in hot, humid conditions. some mild discomfort.",Fungal Infections
"I have a ring-shaped rash with a raised scaly outer border and clearer skin in the middle on my scalp with a clearly raised, scaly outer edge.",Fungal Infections
"I've had cracked, peeling skin on my upper back and chest that it showed up recently.",Fungal Infections
There's a rash that keeps expanding outward in a ring shape on my forearm.,Fungal Infections
Got a dry patch on my leg and has been there for months without healing completely,Benign Keratosis-like Lesions
"There's a hard lump with visible black specks that look like seeds on the back of my knuckles, rough like sandpaper on the surface, not sure what it is",Viral Infections
"There's a patch on my wrist. It looks like raw, weeping patches that crust over as they heal. flaky and thickened. it showed up recently.",Eczema
"I'm worried about a thin, thread-like skin tag growing on my eyelid on my wrist because it's been there for several weeks.",Viral Infections
"When my clothes rub against it, some mild discomfort and scaly, irritated skin on my wrists appear.",Atopic Dermatitis
There's a scaly area on my back.,Eczema
I've had a raised bump on my back that it came on gradually.,Seborrheic Keratoses
"A flat, pink-red scaly patch with a gritty texture on my sun-exposed skin on my wrist, some mild discomfort, been there ages",Benign Keratosis-like Lesions
"An open sore that bleeds, scabs over, and then reopens a few weeks later on my ear. some mild discomfort.",Basal Cell Carcinoma
I noticed a hereditary skin condition -- my sibling has it too near my knee. dry and scaly. it's been there for several weeks.,Atopic Dermatitis
A rough patch on my face. with somewhat defined edges.,Viral Infections
"A scaly area, on the sole of my foot, dry and scaly.",Fungal Infections
I've noticed small circular bald patches on my scalp on my hands lately.,Fungal Infections
"Weird a rough patch near my elbow, dry and rough to the touch, no clue what it is",Melanocytic Nevi
"I have no real pain, along with a waxy, 'stuck-on' looking growth that appears pasted onto the skin surface on my feet with fuzzy borders.",Seborrheic Keratoses
"I have no significant pain, along with a rough patch on my face with smooth, perfectly regular borders.",Melanocytic Nevi
"I've had sharply defined, scaly plaques on my feet for some time. rough-feeling in that spot. no significant pain.",Psoriasis Lichen Planus
A raised bump showed up on my face a while back.,Fungal Infections
"I have mild irritation, and there's cracked, dry skin on my feet.",Atopic Dermatitis
A raised bump showed up on my wrist a while back.,Basal Cell Carcinoma
"Weird a scaly area on my scalp, crumbly and brittle on the nail, no clue what it is",Fungal Infections
I have symmetrical red patches on both sides of my body on my neck. dry and scaly. it showed up recently. mild itching.,Atopic Dermatitis
On my hands: small circular bald patches on my scalp. it came on gradually.,Fungal Infections
"The skin on my hands shows a smooth, symmetric mole, and I've been dealing with no significant pain.",Melanocytic Nevi
"I've had a raised, well-defined bump on my wrist for some time. rough-feeling in that spot. no real pain.",Seborrheic Keratoses
"When the weather changes, a mole with an uneven, asymmetrical shape on my wrist gets worse.",Melanoma
"My skin near my elbow has been off. white, scaly patches. rough-feeling in that spot. mild itching.",Fungal Infections
"When I sweat, itching that can get severe and a reddish mark on my elbows and knees appear.",Psoriasis Lichen Planus
"I noticed cracked, dry skin on my wrist, along with itchy and irritated.",Atopic Dermatitis
"Got skin that breaks open and oozes when it flares near my elbow, rough-feeling in that spot",Eczema
"I have no real pain, and there's athlete's foot causing cracked, peeling, white skin between my toes on my scalp.",Fungal Infections
"I noticed a reddish mark on my arm, along with no significant pain.",Seborrheic Keratoses
Something's going on on my wrist. It's a discolored spot. dry and rough to the touch. a stinging sensation where the skin cracks at the edges.,Psoriasis Lichen Planus
"Something on my scalp looks like dry, red inflamed patches and it came on gradually",Atopic Dermatitis
"I have no significant pain, along with small circular bald patches on my scalp on my wrist with irregular edges.",Fungal Infections
"I have blistering skin that bursts and leaves raw, wet patches on my wrists, and rough-feeling in that spot.",Eczema
I've got a cluster of small flesh-colored bumps on my neck -- dry and rough to the touch -- and occasional itching around the bump,Viral Infections
"When I sweat, I get a pigmented spot on my shoulder.",Melanocytic Nevi
"I've got cracked, dry skin that stings on my chest -- dry and cracked to the touch -- and some mild discomfort",Eczema
Something's going on on the back of my knuckles. It's a hard lump with visible black specks that look like seeds. flaky and thickened. no significant pain.,Viral Infections
The skin on my hands has changed. There's small flat-topped shiny purplish bumps now. rough and flaky. it's been there for a while.,Psoriasis Lichen Planus
"I'm not sure what a reddish-brown patch that gets worse in hot, humid weather on my upper back and chest is -- soft and macerated where skin touches skin and burning between my toes.",Fungal Infections
I have a mole with several colors mixed in on my hands and honestly it came on gradually,Melanoma
"I have a raised bump on my arm, and rough-feeling in that spot.",Melanocytic Nevi
"Weird a single-colored mole that looks exactly the same as it did years ago on my wrist, dry and rough to the touch, no clue what it is",Melanocytic Nevi
"When I sweat, I get patches that ooze clear fluid when I scratch near my elbow.",Eczema
I have a discolored spot on my arm.,Psoriasis Lichen Planus
"Patches with blurry, ill-defined edges that spread gradually near my elbow, occasional mild itching, been there ages",Eczema
A ring-shaped rash with a raised scaly outer border and clearer skin in the middle on my chest. flaky and thickened.,Fungal Infections
"I'm concerned about scaly, irritated skin on my scalp that it hasn't changed much -- a burning, stinging feeling after I sweat.",Atopic Dermatitis
"I have a rough-surfaced growth on my scalp, and rough and bumpy on the surface.",Seborrheic Keratoses
"A rough patch, near my knee, rough and flaky.",Melanocytic Nevi
"Should I be worried about a perfectly round, evenly colored brown spot that hasn't changed at all on my face? flaky and thickened. it hasn't changed much.",Melanocytic Nevi
"I've been watching a single-colored mole that looks exactly the same as it did years ago on my back and it's been there for several weeks. nothing unusual, it's just always been there.",Melanocytic Nevi
No discomfort whatsoever -- a dry patch on my face.,Melanocytic Nevi
I have a raised bump on my shoulder with dry and rough to the touch.,Basal Cell Carcinoma
I'm concerned about a rough patch near my elbow that hasn't healed in over two months despite repeated scabbing -- some mild discomfort.,Basal Cell Carcinoma
"There's a shiny, pearly bump with tiny visible blood vessels running through it on my wrist, and mild irritation but nothing painful.",Basal Cell Carcinoma
"I've had a dry patch on my back for a while, with intense itching and burning.",Fungal Infections
"When I sweat, I get a raised bump on my nose.",Basal Cell Carcinoma
"I noticed a symmetric mole with a smooth, even border on my chest, along with no real pain.",Melanocytic Nevi
"I noticed red, ring-shaped scaly patches on my back, along with a stinging feeling especially after sweating.",Fungal Infections
"It started as a slightly raised, uniform-colored bump near my elbow. Now slightly raised but soft. has been there since I was a kid and never changed.",Melanocytic Nevi
"Cracked, peeling skin on my scalp, mild itching.",Fungal Infections
A scaly area on my wrist. dry and scaly.,Melanoma
A pigmented spot showed up on my feet and started as a small mole and has grown noticeably bigger,Melanoma
A mole that has been visibly growing and changing over the past few months on my face. itching and occasional soreness around it.,Melanoma
"Lately I've had a pink growth with a slightly sunken, crater-like center on my face that comes with occasional mild itching.",Basal Cell Carcinoma
"So on my neck there's scaly red patches, and severe itching I can barely control",Eczema
"Should I be worried about a scaly, wart-like bump on my feet? rough and flaky. it's been there for several weeks.",Seborrheic Keratoses
I notice occasional mild itching when my clothes rub against it. There's a skin lesion on my face.,Eczema
"There's a reddish mark on my chest, and mild itching.",Atopic Dermatitis
Skin that breaks open and oozes when it flares appeared on my back a while ago. with fuzzy borders. rough and flaky. it came on gradually.,Eczema
"I've had patches with blurry, ill-defined edges that spread gradually on my face that spreads a bit more every time I scratch it.",Eczema
"There's a discolored spot on the sole of my foot -- rough around the border, softer in the center -- that it showed up recently.",Fungal Infections
"I have no real pain, along with patches with blurry, ill-defined edges that spread gradually near my elbow with blurry, ill-defined edges.",Eczema
I'm not sure what thick silvery-white scales that flake off in sheets on my lower back is -- dry and rough to the touch and mild itching.,Psoriasis Lichen Planus
"I'm concerned about red, ring-shaped scaly patches on my face that it showed up recently -- mild irritation.",Psoriasis Lichen Planus
A raised bump showed up near my elbow a while back.,Psoriasis Lichen Planus
"I have a round, well-defined growth on my neck with dry and rough to the touch.",Seborrheic Keratoses
"When I sweat, a rough patch on my back gets worse.",Melanoma
"I have a flat, reddish, scaly patch on my nose, and the center feels soft and tends to crust over.",Basal Cell Carcinoma
Should I be worried about a discolored spot on my leg? flaky and rough. it showed up recently.,Eczema
I have a growth that bleeds on my cheek with smooth and shiny on the surface.,Basal Cell Carcinoma
"I notice no discomfort, it just won't go away when I sweat. There's a scaly area on my wrist.",Basal Cell Carcinoma
"There's patches with blurry, ill-defined edges that spread gradually near my knee -- dry and rough to the touch -- and no significant pain.",Eczema
I've noticed occasional mild itching and there's small circular bald patches on my scalp on my arm. with fuzzy borders. it showed up recently.,Fungal Infections
"A waxy, stuck-on looking growth appeared on my hands a while ago. with distinct, punched-out looking edges. flaky and thickened. it came on gradually.",Seborrheic Keratoses
"Dry, red inflamed patches on my chest, itching so bad it keeps me awake.",Atopic Dermatitis
I'm noticing a dry patch on my leg.,Psoriasis Lichen Planus
"The skin on my shoulder shows scaly red patches, and I've been dealing with no real pain.",Eczema
I've got a scaly area on the sole of my foot.,Fungal Infections
"A single-colored mole that looks exactly the same as it did years ago appeared on my wrist a while ago. with an even, clearly defined edge. flaky and thickened. it came on gradually.",Melanocytic Nevi
"Bumps with a fine white lacy pattern on the surface, on my elbows and knees, rough-feeling in that spot.",Psoriasis Lichen Planus
I have pinpoint bleeding spots when the scale is removed on my lower back.,Psoriasis Lichen Planus
"There's a pigmented spot on my leg, and nothing unusual, it's just always been there.",Melanocytic Nevi
"I notice mild itching when I sweat. There's a rough, sandpaper-like patch that feels much rougher than it looks on my wrist.",Benign Keratosis-like Lesions
"A red patch, on my back, flaky and thickened.",Melanoma
There's a patch on the back of my hands. It looks like patches that ooze clear fluid when I scratch. flaky and thickened. flares and then settles down.,Eczema
"There's raw, inflamed skin on my feet with irregular edges, and flaky and thickened.",Eczema
"A thin, thread-like skin tag growing on my eyelid on my shoulder. with distinct, punched-out looking edges.",Viral Infections
"I have mild discomfort when I press on it, and there's a smooth, pearly bump with a small dimple in the center on my wrist.",Viral Infections
A mole with several colors mixed in appeared on my chest a while ago. with irregular edges. flaky and thickened. it's been there for a while.,Melanoma
"I've had red, inflamed areas on the folds of my elbows and knees that it's been there for several weeks.",Atopic Dermatitis
"A discolored spot, on my forearm, dry and scaly.",Melanocytic Nevi
I've got skin prone to frequent infections from all the scratching on my feet -- rough and flaky -- and mild irritation,Atopic Dermatitis
Something's going on on my hands. It's a raised bump. thick and plaque-like. mild irritation.,Psoriasis Lichen Planus
"A small, uniform dark brown spot with no irregular areas, on my forearm, rough and flaky.",Melanocytic Nevi
"Got a scaly area on my face, even and smooth to the touch",Melanocytic Nevi
Lately I've had a skin lesion on my leg that comes with occasional mild itching.,Basal Cell Carcinoma
"I'm not sure what dry, red inflamed patches on my back is -- feels dry and scaly to the touch and no significant pain.",Atopic Dermatitis
I noticed an inflamed patch on my scalp. smooth and shiny on the surface. it showed up recently.,Basal Cell Carcinoma
"I'm not sure what sharply defined plaques with very clear, distinct edges on my shoulder is -- dry and rough to the touch and mild itching.",Psoriasis Lichen Planus
"I have a rough, sandpaper-like patch that feels much rougher than it looks on my hands and honestly has been there for months without healing completely",Benign Keratosis-like Lesions
"Mild irritation -- a round, well-defined growth on my back.",Seborrheic Keratoses
It started as scaly red patches near my elbow. Now rough-feeling in that spot. it's been there for a while.,Psoriasis Lichen Planus
"I have mild discomfort when I press on it, and there's a hard, rough-surfaced growth on my face.",Viral Infections
"On my feet: a brown to dark brown raised plaque with a greasy, waxy feel. grew alongside several similar spots in the same area.",Seborrheic Keratoses
"There's sharply defined plaques with very clear, distinct edges on my neck with irregular edges. dry and scaly. no real pain.",Psoriasis Lichen Planus
"I have a scaly, reddish-pink patch on my face.",Benign Keratosis-like Lesions
A rough-surfaced growth showed up near my elbow and keeps coming back in the same spot after it peels off,Benign Keratosis-like Lesions
I notice no significant pain on areas that get a lot of sun exposure. There's a scaly area on my bald scalp.,Benign Keratosis-like Lesions
There's a patch on my face. It looks like a hereditary skin condition -- my sibling has it too. rough-feeling in that spot. it's been there for several weeks.,Atopic Dermatitis
A scaly area showed up on my arm and it hasn't changed much,Basal Cell Carcinoma
"I've noticed no real pain and there's white, scaly patches on my wrist. with a well-defined ring-shaped border. it's been there for several weeks.",Fungal Infections
"A raised bump on my fingers, no real pain, been there ages",Eczema
"There's a waxy, scar-like flat patch with an indistinct border on my nose -- the center feels soft and tends to crust over -- and mild irritation.",Basal Cell Carcinoma
"I'm worried about a raised, well-defined bump near my elbow because it's been there for a while.",Seborrheic Keratoses
I have small circular bald patches on my scalp on my shoulder. rough and flaky. hasn't cleared up even after several weeks. mild irritation.,Fungal Infections
"There's a scaly, wart-like bump on my face, rough-feeling in that spot, not sure what it is",Seborrheic Keratoses
It started as a reddish mark on my lower back. Now flaky and rough. it's been there for a while.,Psoriasis Lichen Planus
"The skin on my leg shows a brown to dark brown raised plaque with a greasy, waxy feel, and I've been dealing with mild irritation.",Seborrheic Keratoses
"There's a skin lesion on my neck, rough-feeling in that spot, not sure what it is",Psoriasis Lichen Planus
"My skin on my chest is doing something weird -- a waxy, stuck-on looking growth",Seborrheic Keratoses
"There's red, ring-shaped scaly patches on my face.",Fungal Infections
Lately I've had thick silvery-white scales that flake off in sheets on my scalp that comes with itching that can get severe.,Psoriasis Lichen Planus
On my wrists: a raised bump. it's been there for a while.,Atopic Dermatitis
I have a raised bump on my back. rough and flaky. it's been there for several weeks. no significant pain.,Psoriasis Lichen Planus
"Got white, scaly patches near my elbow, rough and flaky",Fungal Infections
On my back: a hard lump with visible black specks that look like seeds. it came on gradually.,Viral Infections
Lately I've had a reddish mark on my forearm that comes with some mild discomfort.,Fungal Infections
It started as a rough patch on my arm. Now dry and rough to the touch. it showed up recently.,Eczema
It started as itchy red patches on my wrist. Now dry and cracked to the touch. it showed up recently.,Eczema
"I have a rough, cauliflower-like bump with tiny black dots on the surface on my wrist with rough-feeling in that spot.",Viral Infections
"The skin on my neck shows a reddish mark, and I've been dealing with mild irritation.",Melanocytic Nevi
"A pink growth with a slightly sunken, crater-like center on my cheek. the center feels soft and tends to crust over.",Basal Cell Carcinoma
"There's skin prone to frequent infections from all the scratching on my arm, rough-feeling in that spot, not sure what it is",Atopic Dermatitis
"I've noticed a flat, reddish, scaly patch on my scalp lately.",Basal Cell Carcinoma
"There's small rough bumps covering my upper arms and thighs on the back of my hands, feels dry and scaly to the touch, not sure what it is",Atopic Dermatitis
"Weird a skin lesion on my forearm, partly flat and partly raised within the same spot, no clue what it is",Melanoma
An inflamed patch appeared on my neck a while ago. with somewhat defined edges. flaky and thickened. it came on gradually.,Seborrheic Keratoses
There's a red patch on my neck -- flaky and thickened -- that it's been there for a while.,Viral Infections
I developed a slightly raised rough patch that bleeds lightly when I scratch it on my leg that comes with mild stinging or burning feeling.,Benign Keratosis-like Lesions
"I have a brown to dark brown raised plaque with a greasy, waxy feel on my shoulder with rough and bumpy on the surface.",Seborrheic Keratoses
My skin on my leg has been off. a reddish mark. flaky and thickened. mild irritation.,Atopic Dermatitis
I've had a rough patch on my bald scalp for some time. rough-feeling in that spot. mild itching.,Benign Keratosis-like Lesions
"A red patch, on my hands, dry and rough to the touch.",Eczema
"Something showed up on my arm. It's a perfectly round, evenly colored brown spot that hasn't changed at all with fuzzy borders. slightly raised but soft. some mild discomfort.",Melanocytic Nevi
"I'm concerned about a waxy, 'stuck-on' looking growth that appears pasted onto the skin surface on my shoulder that it's been there for a while -- mild irritation when it catches on something.",Seborrheic Keratoses
Small flat-topped shiny purplish bumps on my neck. dry and rough to the touch.,Psoriasis Lichen Planus
"I've had a symmetric mole with a smooth, even border on my back for some time. slightly raised but soft. no discomfort whatsoever.",Melanocytic Nevi
"I have raw, weeping patches that crust over as they heal near my elbow with irregular edges.",Eczema
I've got small flat-topped shiny purplish bumps on my ankles -- feels rough and raised -- and no significant pain,Psoriasis Lichen Planus
"A dry patch between my toes, burning between my toes, been there ages",Fungal Infections
Lately I've had a circular scaly rash on my face that comes with no real pain.,Fungal Infections
"Something doesn't look right on my face: a flat, pink-red scaly patch with a gritty texture on my sun-exposed skin with somewhat defined edges. feels tender when pressed.",Benign Keratosis-like Lesions
I've noticed no significant pain and there's a scaly area on my back. with somewhat defined edges. the scab keeps falling off and the raw area underneath comes back.,Basal Cell Carcinoma
I have a mole that has been visibly growing and changing over the past few months on my face with dry and rough to the touch.,Melanoma
"I've had red, ring-shaped scaly patches on my neck that it hasn't changed much.",Fungal Infections
"I have a flat, slightly rough patch darker than the surrounding skin on my feet with rough and gritty like sandpaper.",Benign Keratosis-like Lesions
"I have a rough, cauliflower-like bump with tiny black dots on the surface on my shoulder with flaky and thickened.",Viral Infections
Something doesn't look right near my knee: a skin lesion with fuzzy borders. dry and rough to the touch.,Psoriasis Lichen Planus
"I've had a red patch near my elbow for a while, with occasional mild itching.",Melanocytic Nevi
"My skin on my forehead is doing something weird -- a pink growth with a slightly sunken, crater-like center",Basal Cell Carcinoma
"There's an itch that triggers before any visible rash appears on my hands with blurry borders that blend into surrounding skin, and dry and rough to the touch.",Atopic Dermatitis
A growth that looks like it could be lifted off with a fingernail on my wrist. occasional mild itching.,Seborrheic Keratoses
"There's a rough, cauliflower-like bump with tiny black dots on the surface on the back of my knuckles, and mild discomfort when I press on it.",Viral Infections
"A hard lump with visible black specks that look like seeds, on my finger, rough like sandpaper on the surface.",Viral Infections
"Lately I've had a smooth, symmetric mole on my leg that comes with no discomfort whatsoever.",Melanocytic Nevi
"The skin on my back has changed. There's a small, uniform dark brown spot with no irregular areas now. dry and rough to the touch. has been there since I was a kid and never changed.",Melanocytic Nevi
I have a rough patch on my back with somewhat defined edges.,Fungal Infections
"There's a mole with multiple colors -- brown, black, red, and even some pale areas near my elbow with somewhat defined edges, and rough and flaky.",Melanoma
"I have a pink growth with a slightly sunken, crater-like center on my shoulder, and flaky and thickened.",Basal Cell Carcinoma
An open sore that won't fully heal on my neck. it came on gradually. mild irritation.,Basal Cell Carcinoma
"When I sweat, I get a growth that looks like it could be lifted off with a fingernail on my shoulder.",Seborrheic Keratoses
"I have a dry patch on my wrist, and dry and rough to the touch.",Viral Infections
"I've had a scaly area on my scalp for a while, with itching that can get severe.",Psoriasis Lichen Planus
I have a rough patch on my arm. feels crusty and dry. clears up for a few weeks and then flares back up. some mild discomfort.,Eczema
I have a reddish mark on my leg with irregular edges.,Melanoma
I've got a discolored spot on my forearm.,Seborrheic Keratoses
I have a dry patch on my feet and honestly it came on gradually,Melanocytic Nevi
There's a cluster of small flesh-colored bumps on my arm.,Viral Infections
"My skin on my face has been off. a scaly, reddish-pink patch. flaky and thickened. occasional mild itching.",Benign Keratosis-like Lesions
"Mild itching -- a raised, warty growth near my knee.",Viral Infections
I have skin that weeps and crusts over on the inside of my elbows and honestly it came on gradually,Eczema
"So I've got white, scaly patches near my elbow, with occasional mild itching",Fungal Infections
"Lately I've had a pink growth with a slightly sunken, crater-like center on my arm that comes with no real pain.",Basal Cell Carcinoma
"I developed a slightly raised, uniform-colored bump on my back that comes with no discomfort whatsoever.",Melanocytic Nevi
"I'm concerned about a smooth, symmetric mole on my leg that has looked exactly the same for years -- nothing unusual, it's just always been there.",Melanocytic Nevi
"There's a reddish mark on my leg, and some mild discomfort.",Seborrheic Keratoses
It started as a mole with several colors mixed in on my hands. Now slightly raised and uneven. started as a small mole and has grown noticeably bigger.,Melanoma
Something's going on on my arm. It's a brown to dark brown raised patch. dry and scaly. no real pain.,Seborrheic Keratoses
"Lately I've had a mole with multiple colors -- brown, black, red, and even some pale areas on my shoulder that comes with some mild discomfort.",Melanoma
Something showed up on my feet. It's a scaly area with somewhat defined edges. dry and scaly. painful when I put weight on it.,Viral Infections
"I've had dry, itchy patches that have been recurring since childhood on my feet that it's been there for a while.",Atopic Dermatitis
"There's a mole with an asymmetrical, uneven shape -- one half doesn't match the other on my back.",Melanoma
I've got a raised bump on my fingernail.,Fungal Infections
"There's a red patch on my arm, and no real pain, but it bleeds a little sometimes.",Melanoma
Symmetrical red patches on both sides of my body showed up on my forearm and keeps returning in the same spots year after year,Atopic Dermatitis
Got a single-colored mole that looks exactly the same as it did years ago near my elbow and it's been there for a while,Melanocytic Nevi
"I noticed pinpoint bleeding spots when the scale is removed near my knee, along with no real pain.",Psoriasis Lichen Planus
The skin on my chest has changed. There's a reddish mark now. dry and scaly. it showed up recently.,Seborrheic Keratoses
"There's a reddish-brown rash on my torso with a clearly raised, scaly outer edge, and rough and flaky.",Fungal Infections
"Weird a flat, pink-red scaly patch with a gritty texture on my sun-exposed skin on my back, rough and flaky, no clue what it is",Benign Keratosis-like Lesions
"Sharply defined, scaly plaques near my knee. dry and scaly.",Psoriasis Lichen Planus
I have a raised bump near my knee and honestly it's been there for a while,Fungal Infections
"There's a thin, thread-like skin tag growing on my eyelid on my feet -- rough-feeling in that spot -- that it showed up recently.",Viral Infections
A pigmented spot showed up on my leg and it hasn't changed much,Melanoma
I'm noticing skin that breaks open and oozes when it flares on my hands.,Eczema
"Skin that breaks open and oozes when it flares, on my hands, flaky and thickened.",Eczema
"The skin on my wrist shows a reddish-brown patch that gets worse in hot, humid weather, and I've been dealing with occasional mild itching.",Fungal Infections
A reddish mark on my back. with fuzzy borders.,Atopic Dermatitis
A skin lesion on my scalp flares when I sweat.,Melanocytic Nevi
"When the weather changes, an inflamed patch on my shoulder gets worse.",Psoriasis Lichen Planus
"Should I be worried about a spot with jagged, notched, irregular borders near my knee? rough and flaky. it hasn't changed much.",Melanoma
"There's a mole with an asymmetrical, uneven shape -- one half doesn't match the other on my leg with jagged edges that look ragged, and rough and flaky.",Melanoma
"I'm not sure what a warty, barnacle-like bump with a rough, pitted surface on my back is -- rough and bumpy on the surface and mild irritation.",Seborrheic Keratoses
"I've had a raised, warty growth on my shoulder for some time. hard and firm to the touch. no significant pain.",Viral Infections
"So on my leg there's a rough patch, and nothing unusual, it's just always been there",Melanocytic Nevi
"So on my neck there's a scaly area, and no real pain",Atopic Dermatitis
"On areas that get a lot of sun exposure, I get a scaly, reddish-pink patch on my feet.",Benign Keratosis-like Lesions
Something on my forearm looks like a rash that keeps expanding outward in a ring shape and it's been there for several weeks,Fungal Infections
A tan to dark brown growth that looks thicker and greasier than a normal mole on my face. stayed the same size for a long time but got darker recently. no real pain.,Seborrheic Keratoses
Something doesn't look right on my scalp: a growth that bleeds with somewhat defined edges. flaky and thickened.,Melanoma
"Something on my forearms looks like a dry, crusty spot on a sun-damaged area that keeps peeling off and returning and it showed up recently",Benign Keratosis-like Lesions
"My skin inside my mouth is doing something weird -- dry, scaly skin",Psoriasis Lichen Planus
"When my clothes rub against it, I get a warty, barnacle-like bump with a rough, pitted surface on my trunk.",Seborrheic Keratoses
"When my feet stay damp in sweaty shoes, mild irritation and red, ring-shaped scaly patches on my arm appear.",Fungal Infections
I've had some mild discomfort for a while now. There's a bump that keeps bleeding even after a very minor bump or scrape on my scalp with somewhat defined edges.,Basal Cell Carcinoma
I'm worried about skin that breaks open and oozes when it flares on my scalp because it's been there for several weeks.,Eczema
"There's cracked, peeling skin on my scalp with somewhat defined edges, and dry and rough to the touch.",Fungal Infections
"I've had a rough, sandpaper-like patch that feels much rougher than it looks on my wrist that it showed up recently.",Benign Keratosis-like Lesions
A skin lesion on my wrist. with irregular edges.,Melanoma
"I noticed a growth that bleeds on my leg, along with no significant pain.",Basal Cell Carcinoma
"Weird a mole with an asymmetrical, uneven shape -- one half doesn't match the other on my chest, rough and flaky, no clue what it is",Melanoma
I have a growth that bleeds on my chest.,Melanoma
"There's red patches with silvery-white scales on my ankles, and itchy and irritated.",Psoriasis Lichen Planus
"A small, round, evenly colored brown spot on my leg. with fuzzy borders.",Melanocytic Nevi
"I notice no pain, just occasional mild itching if clothing rubs it when I sweat. There's a waxy, 'stuck-on' looking growth that appears pasted onto the skin surface on my hands.",Seborrheic Keratoses
"I have mild itching, along with a rough patch on my neck with somewhat defined edges.",Seborrheic Keratoses
"There's an inflamed patch near my knee, rough and flaky, not sure what it is",Atopic Dermatitis
"So on my leg there's a rough, sandpaper-like patch that feels much rougher than it looks, and occasional itching",Benign Keratosis-like Lesions
A growth that bleeds on my scalp. itching and occasional soreness around it.,Melanoma
"I've noticed a waxy, 'stuck-on' looking growth that appears pasted onto the skin surface on my shoulder lately.",Seborrheic Keratoses
Something's going on on my shoulder. It's a rough patch. dry and rough to the touch. occasional mild itching.,Melanocytic Nevi
Lately I've had a discolored spot around my eyes that comes with itching so bad it keeps me awake.,Atopic Dermatitis
"I've had a pink growth with a slightly sunken, crater-like center on my wrist that the scab keeps falling off and the raw area underneath comes back.",Basal Cell Carcinoma
"Something on my face looks like a waxy, scar-like flat patch with an indistinct border and it came on gradually",Basal Cell Carcinoma
"I have a growth that looks like it could be lifted off with a fingernail on my forearm, and flaky and thickened.",Seborrheic Keratoses
"I have occasional mild itching, along with patches that ooze clear fluid when I scratch on my wrist with fuzzy borders.",Eczema
"I have raw, weeping patches that crust over as they heal on my wrist with blurry, ill-defined edges.",Eczema
I've noticed mild irritation and there's an inflamed patch near my elbow. with somewhat defined edges. it showed up recently.,Atopic Dermatitis
"A rough, cauliflower-like bump with tiny black dots on the surface on my hands, occasional mild itching.",Viral Infections
"A reddish mark on my forearm, mild irritation.",Melanocytic Nevi
"So on my feet there's skin irritation triggered by a certain soap or fabric, and mild itching",Eczema
"On areas that get a lot of sun exposure, a skin lesion on my face gets worse.",Benign Keratosis-like Lesions
"So on my face there's an itch that triggers before any visible rash appears, and occasional mild itching",Atopic Dermatitis
"There's a scaly area on my arm, and no significant pain.",Viral Infections
There's a dry patch on my scalp with fuzzy borders. rough-feeling in that spot. no real pain.,Seborrheic Keratoses
"An open sore that bleeds, scabs over, and then reopens a few weeks later on my scalp. mild irritation.",Basal Cell Carcinoma
"Got a scaly, reddish-pink patch on my lower lip, rough-feeling in that spot",Benign Keratosis-like Lesions
"An inflamed patch on my neck, itching and occasional soreness around it.",Melanoma
"When I sweat, no significant pain and a flat, pink-red scaly patch with a gritty texture on my sun-exposed skin on my chest appear.",Benign Keratosis-like Lesions
"On areas that get a lot of sun exposure, I get an inflamed patch on my wrist.",Benign Keratosis-like Lesions
I'm not sure what a rough patch on my face is -- flaky and thickened and mild itching.,Melanocytic Nevi
I have a rough patch on my wrist with dry and rough to the touch.,Melanocytic Nevi
"So I've got a scaly area around my eyes, with mild irritation",Viral Infections
I've noticed a rash that keeps expanding outward in a ring shape on my upper back and chest lately.,Fungal Infections
No real pain -- small rough bumps covering my upper arms and thighs near my knee.,Atopic Dermatitis
"A rough patch on my leg, mild irritation.",Psoriasis Lichen Planus
"Should I be worried about a scaly, reddish-pink patch on my forearms? rough and flaky. has been there for months without healing completely.",Benign Keratosis-like Lesions
"Lately I've had a scaly, reddish-pink patch on my bald scalp that comes with mild itching.",Benign Keratosis-like Lesions
A small rough bump showed up on my shoulder a while back.,Viral Infections
"I've had a dry, crusty spot on a sun-damaged area that keeps peeling off and returning on my bald scalp for a while, with some mild discomfort.",Benign Keratosis-like Lesions
"I have itchy and irritated, along with a hereditary skin condition -- my sibling has it too on my feet with blurry borders that blend into surrounding skin.",Atopic Dermatitis
"On my nose: a shiny, pearly bump with tiny visible blood vessels running through it. it showed up recently.",Basal Cell Carcinoma
Something showed up around my eyes. It's a raised bump with somewhat defined edges. dry and cracked to the touch. intense itching that wakes me up at night.,Atopic Dermatitis
"The skin on my leg shows scaly, irritated skin, and I've been dealing with no real pain.",Atopic Dermatitis
I'm noticing a dry patch on my ears.,Benign Keratosis-like Lesions
